target.colab.duke.edu,67.159.88.184,SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
96.30.196.58.vultr.com,96.30.196.58,SSH-2.0-OpenSSH_7.8 FreeBSD-20180909
139.180.157.201.vultr.com,139.180.157.201,SSH-2.0-OpenSSH_8.0 
davros.egr.duke.edu,10.236.67.104,SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.8
esa06.egr.duke.edu,10.148.54.183,SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.3
storemaster.egr.duke.edu,10.148.54.108,SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.8
t-kali.colab.duke.edu,67.159.94.142,SSH-2.0-OpenSSH_8.2p1 Debian-4
